Site,Pet,Breed,Age,Gender,Neutered,Purchase Price,Monthly,Yearly,Vet Excess,Annual Condition Limit
Animal Friends,Cat,Moggie,11,Female,Yes,Free,£6.62,£79.44,£99,1000
Animal Friends,Cat,Moggie,11,Female,Yes,Free,£11.05,£132.60,£99,2000
Animal Friends,Cat,Moggie,11,Female,Yes,Free,£16.44,£197.28,£99,4000
Animal Friends,Cat,Moggie,12,Female,Yes,Free,£7.80,£93.60,£99,1000
Animal Friends,Cat,Moggie,12,Female,Yes,Free,£13.01,£156.12,£99,2000
Animal Friends,Cat,Moggie,12,Female,Yes,Free,£19.36,£232.32,£99,4000
Animal Friends,Cat,Moggie,13,Female,Yes,Free,£9.16,£109.92,£99,1000
Animal Friends,Cat,Moggie,13,Female,Yes,Free,£15.59,£187.08,£99,2000
Animal Friends,Cat,Moggie,13,Female,Yes,Free,£22.75,£273.00,£99,4000
Animal Friends,Cat,Moggie,14,Female,Yes,Free,£10.62,£127.44,£99,1000
Animal Friends,Cat,Moggie,14,Female,Yes,Free,£17.72,£212.64,£99,2000
Animal Friends,Cat,Moggie,14,Female,Yes,Free,£26.36,£316.32,£99,4000
Animal Friends,Cat,Moggie,15,Female,Yes,Free,£12.01,£144.12,£99,1000
Animal Friends,Cat,Moggie,15,Female,Yes,Free,£20.05,£240.60,£99,2000
Animal Friends,Cat,Moggie,15,Female,Yes,Free,£29.84,£358.08,£99,4000
Animal Friends,Cat,Ragdoll,4,Female,Yes,Free,£5.26,£63.12,£99,1000
Animal Friends,Cat,Ragdoll,4,Female,Yes,Free,£8.30,£99.60,£99,2000
Animal Friends,Cat,Ragdoll,4,Female,Yes,Free,£12.29,£147.48,£99,4000
Animal Friends,Cat,British Longhair,4,Female,Yes,Free,£5.26,£63.12,£99,1000
Animal Friends,Cat,British Longhair,4,Female,Yes,Free,£8.30,£99.60,£99,2000
Animal Friends,Cat,British Longhair,4,Female,Yes,Free,£12.29,£147.48,£99,4000
Animal Friends,Cat,Domestic Shorthair,4,Female,Yes,Free,£5.26,£63.12,£99,1000
Animal Friends,Cat,Domestic Shorthair,4,Female,Yes,Free,£8.34,£100.08,£99,2000
Animal Friends,Cat,Domestic Shorthair,4,Female,Yes,Free,£12.35,£148.20,£99,4000
Animal Friends,Cat,Mixed Breed Cat,4,Female,Yes,Free,£5.26,£63.12,£99,1000
Animal Friends,Cat,Mixed Breed Cat,4,Female,Yes,Free,£8.34,£100.08,£99,2000
Animal Friends,Cat,Mixed Breed Cat,4,Female,Yes,Free,£12.35,£148.20,£99,4000
Animal Friends,Cat,British Shorthair,4,Female,Yes,Free,£5.53,£66.36,£99,1000
Animal Friends,Cat,British Shorthair,4,Female,Yes,Free,£9.06,£108.72,£99,2000
